Animal_Id,Animal_Type,Animal_Breed
A1066590,DOG,LABRADOR RETR
A1066592,DOG,LABRADOR RETR
A1066647,CAT,DOMESTIC MH
A1066812,DOG,CHIHUAHUA SH
A1066942,DOG,SHIH TZU
A1066943,DOG,AM PIT BULL TER
A1066972,DOG,PIT BULL
A1066991,DOG,PIT BULL
A1067011,DOG,PIT BULL
A1067628,DOG,ROTTWEILER
A1067649,DOG,DOBERMAN PINSCH
A1067661,DOG,SHIH TZU
A1067934,DOG,LABRADOR RETR
A1068304,DOG,PIT BULL
A1068814,DOG,PIT BULL
A1068817,DOG,PIT BULL
A1068942,DOG,GERM SHEPHERD
A1068943,DOG,PIT BULL
A1069119,DOG,LABRADOR RETR
A1069171,DOG,MIXED BREED
A1069171,DOG,MIXED BREED
A1069171,DOG,MIXED BREED
A1069171,DOG,MIXED BREED
A1069254,DOG,MIXED BREED
A1069254,DOG,MIXED BREED
A1069460,DOG,GERM SHEPHERD
A1069576,DOG,PIT BULL
A1069790,DOG,GERM SHEPHERD
A1069822,DOG,GERM SHEPHERD
A1069822,DOG,GERM SHEPHERD
A1069969,DOG,GERM SHEPHERD
A1069970,DOG,PIT BULL
A1070352,DOG,AUST CATTLE DOG
A1070463,DOG,PIT BULL
A1070472,DOG,PIT BULL
A1070501,DOG,LABRADOR RETR
A1071075,DOG,MIXED BREED
A1071075,DOG,MIXED BREED
A1071075,DOG,MIXED BREED
A1071076,DOG,CHIHUAHUA SH
A1071215,DOG,PIT BULL
A1071235,DOG,LABRADOR RETR
A1072307,DOG,SHIH TZU
A1072396,DOG,PIT BULL
A1072541,DOG,GERM SHEPHERD
A1072541,DOG,GERM SHEPHERD
A1072805,DOG,WELSH CORGI PEM
A1072951,DOG,PUG
A1073031,DOG,ALASKAN HUSKY
A1073047,DOG,ALASKAN HUSKY
A1073384,CAT,DOMESTIC SH
A1073384,CAT,DOMESTIC SH
A1073761,DOG,GERM SHEPHERD
A1073885,DOG,PIT BULL
A1073885,DOG,PIT BULL
A1074171,DOG,PIT BULL
A1074590,DOG,PIT BULL
A1074594,DOG,DACHSHUND
A1074714,DOG,BORDER COLLIE
A1074804,DOG,AM PIT BULL TER
A1074880,DOG,LABRADOR RETR
A1074999,DOG,PIT BULL
A1074999,DOG,PIT BULL
A1075058,DOG,ENG BULLDOG
A1075164,DOG,PIT BULL
A1075462,DOG,DUTCH SHEPHERD
A1075462,DOG,DUTCH SHEPHERD
A1075820,DOG,SIBERIAN HUSKY
A1076084,DOG,CHIHUAHUA SH
A1076188,DOG,PIT BULL
A1076201,DOG,AM PIT BULL TER
A1076357,DOG,LABRADOR RETR
A1076408,DOG,GERM SHEPHERD
A1076517,DOG,AUST SHEPHERD
A1076593,DOG,PIT BULL
A1076642,DOG,ROTTWEILER
A1076708,DOG,CATAHOULA
A1076876,DOG,GERM SHEPHERD
A1077080,CAT,DOMESTIC SH
A1077227,DOG,BULL TERRIER
A1077568,DOG,GERM SHEPHERD
A1077678,DOG,PIT BULL
A1077696,DOG,PIT BULL
A1077784,DOG,CHIHUAHUA SH
A1078633,DOG,GERM SHEPHERD
A1078993,DOG,PIT BULL
A1079025,DOG,PIT BULL
A1079181,DOG,LABRADOR RETR
A1079181,DOG,LABRADOR RETR
A1079219,DOG,GERM SHEPHERD
A1079251,DOG,ALASKAN HUSKY
A1079263,DOG,GERM SHEPHERD
A1079277,DOG,CHIHUAHUA SH
A1079277,DOG,CHIHUAHUA SH
A1079411,DOG,LABRADOR RETR
A1079419,DOG,SHIH TZU
A1079825,DOG,GERM SHEPHERD
A1080262,DOG,LABRADOR RETR
A1080262,DOG,LABRADOR RETR
A1080264,DOG,DACHSHUND
A1080292,DOG,ROTTWEILER
A1080292,DOG,ROTTWEILER
A1080292,DOG,ROTTWEILER
A1080292,DOG,ROTTWEILER
A1080293,DOG,GERM SHEPHERD
A1080520,DOG,GERM SHEPHERD
A1080586,DOG,GERM SHEPHERD
A1080586,DOG,GERM SHEPHERD
A1080586,DOG,GERM SHEPHERD
A1080586,DOG,GERM SHEPHERD
A1080867,DOG,ROTTWEILER
A1080890,DOG,MIXED BREED
A1080890,DOG,MIXED BREED
A1080890,DOG,MIXED BREED
A1080897,DOG,PIT BULL
A1080985,DOG,PIT BULL
A1081269,DOG,GERM SHEPHERD
A1081422,DOG,CHIHUAHUA SH
A1081498,DOG,PIT BULL
A1081515,DOG,PIT BULL
A1081523,DOG,PIT BULL
A1081523,DOG,PIT BULL
A1081523,DOG,PIT BULL
A1081523,DOG,PIT BULL
A1081535,DOG,BLACK MOUTH CUR
A1081779,DOG,LABRADOR RETR
A1082113,DOG,PIT BULL
A1082606,DOG,PIT BULL
A1082654,DOG,PIT BULL
A1082737,DOG,LABRADOR RETR
A1082903,DOG,BELG MALINOIS
A1082910,DOG,LABRADOR RETR
A1083060,DOG,PIT BULL
A1083464,DOG,ALASKAN HUSKY
A1083626,CAT,DOMESTIC SH
A1083682,DOG,PIT BULL
A1083682,DOG,PIT BULL
A1083682,DOG,PIT BULL
A1084272,DOG,PIT BULL
A1084441,CAT,DOMESTIC SH
A1084446,DOG,PIT BULL
A1084460,DOG,CAIRN TERRIER
A1084460,DOG,CAIRN TERRIER
A1084460,DOG,CAIRN TERRIER
A1084466,DOG,LABRADOR RETR
A1084476,DOG,SHIH TZU
A1084662,DOG,LABRADOR RETR
A1084732,DOG,GERM SHEPHERD
A1084885,DOG,CHIHUAHUA SH
A1084885,DOG,CHIHUAHUA SH
A1084976,DOG,GERM SHEPHERD
A1084976,DOG,GERM SHEPHERD
A1085378,DOG,MIXED BREED
A1085479,DOG,AUST CATTLE DOG
A1085479,DOG,AUST CATTLE DOG
A1085479,DOG,AUST CATTLE DOG
A1085673,DOG,PIT BULL
A1085708,DOG,SIBERIAN HUSKY
A1085753,DOG,WEIMARANER
A1085808,DOG,LABRADOR RETR
A1085808,DOG,LABRADOR RETR
A1085809,DOG,ROTTWEILER
A1085809,DOG,ROTTWEILER
A1085824,DOG,ST BERNARD SMTH
A1085824,DOG,ST BERNARD SMTH
A1086034,DOG,PIT BULL
A1086090,DOG,LABRADOR RETR
A1086090,DOG,LABRADOR RETR
A1086090,DOG,LABRADOR RETR
A1086090,DOG,LABRADOR RETR
A1086233,DOG,GERM SHEPHERD
A1086233,DOG,GERM SHEPHERD
A1086233,DOG,GERM SHEPHERD
A1086233,DOG,GERM SHEPHERD
A1086281,DOG,PIT BULL
A1086349,DOG,CHIHUAHUA SH
A1086381,DOG,PIT BULL
A1086403,CAT,DOMESTIC SH
A1086589,DOG,LABRADOR RETR
A1087623,DOG,GREAT DANE
A1087628,DOG,MIXED BREED
A1087965,DOG,BLACK MOUTH CUR
A1087965,DOG,BLACK MOUTH CUR
A1087965,DOG,BLACK MOUTH CUR
A1087965,DOG,BLACK MOUTH CUR
A1087965,DOG,BLACK MOUTH CUR
A1088001,DOG,AUST CATTLE DOG
A1088139,DOG,AM PIT BULL TER
A1088143,DOG,PIT BULL
A1088237,DOG,PIT BULL
A1088513,DOG,GERM SHEPHERD
A1088838,DOG,AUST CATTLE DOG
A1088863,DOG,PIT BULL
A1088863,DOG,PIT BULL
A1088919,DOG,LABRADOR RETR
A1088941,DOG,CAIRN TERRIER
A1088952,DOG,LABRADOR RETR
A1089087,DOG,BOXER
A1089135,DOG,GOLDEN RETR
A1089187,DOG,CHIHUAHUA SH
A1089569,DOG,LABRADOR RETR
A1089569,DOG,LABRADOR RETR
A1089617,DOG,MIXED BREED
A1089617,DOG,MIXED BREED
A1089660,DOG,GERM SHEPHERD
A1089660,DOG,GERM SHEPHERD
A1089660,DOG,GERM SHEPHERD
A1089660,DOG,GERM SHEPHERD
A1089801,DOG,PIT BULL
A1089851,DOG,PIT BULL
A1089894,DOG,PIT BULL
A1089982,DOG,MIXED BREED
A1089982,DOG,MIXED BREED
A1089985,DOG,PIT BULL
A1089985,DOG,PIT BULL
A1090077,DOG,PIT BULL
A1090103,DOG,PIT BULL
A1090103,DOG,PIT BULL
A1090140,DOG,GERM SHEPHERD
A1090140,DOG,GERM SHEPHERD
A1090140,DOG,GERM SHEPHERD
A1090140,DOG,GERM SHEPHERD
A1090140,DOG,GERM SHEPHERD
A1090176,DOG,AM PIT BULL TER
A1090318,DOG,LABRADOR RETR
A1090388,DOG,CAIRN TERRIER
A1090388,DOG,CAIRN TERRIER
A1090615,DOG,CAIRN TERRIER
A1090617,DOG,PIT BULL
A1090617,DOG,PIT BULL
A1090659,DOG,BORDER TERRIER
A1090740,CAT,DOMESTIC SH
A1090807,DOG,DOBERMAN PINSCH
A1090934,DOG,MIXED BREED
A1091011,DOG,MIXED BREED
A1091011,DOG,MIXED BREED
A1091053,DOG,PIT BULL
A1091104,DOG,AUST CATTLE DOG
A1091131,DOG,PIT BULL
A1091226,DOG,PIT BULL
A1091226,DOG,PIT BULL
A1091276,DOG,ALASKAN HUSKY
A1091277,DOG,ALASKAN HUSKY
A1091499,DOG,LABRADOR RETR
A1091499,DOG,LABRADOR RETR
A1091554,DOG,CHIHUAHUA SH
A1091572,CAT,DOMESTIC SH
A1091584,DOG,ROTTWEILER
A1091646,DOG,LABRADOR RETR
A1091646,DOG,LABRADOR RETR
A1091680,DOG,PIT BULL
A1091680,DOG,PIT BULL
A1091948,DOG,PIT BULL
A1092147,DOG,GREAT DANE
A1092273,DOG,CHIHUAHUA SH
A1092326,DOG,MIXED BREED
A1092687,DOG,BOXER
A1092839,DOG,DACHSHUND
A1092951,CAT,CHARTREUX
A1093012,DOG,CHIHUAHUA SH
A1093181,DOG,STAFFORDSHIRE
A1093245,DOG,BOXER
A1093430,DOG,PIT BULL
A1093577,DOG,LABRADOR RETR
A1093947,DOG,AKITA
A1093947,DOG,AKITA
A1093959,DOG,CHIHUAHUA SH
A1094061,DOG,PIT BULL
A1094191,DOG,DOBERMAN PINSCH
A1094273,DOG,ST BERNARD RGH
A1094451,DOG,BLACK MOUTH CUR
A1094503,DOG,GERM SHEPHERD
A1094509,DOG,GERM SHEPHERD
A1094647,DOG,CHIHUAHUA LH
A1094735,DOG,PIT BULL
A1094951,CAT,DOMESTIC SH
A1094951,CAT,DOMESTIC SH
A1095125,DOG,LABRADOR RETR
A1095125,DOG,LABRADOR RETR
A1095148,DOG,PIT BULL
A1095269,DOG,PIT BULL
A1095591,DOG,PIT BULL
A1095598,DOG,MIXED BREED
A1095674,DOG,PIT BULL
A1095697,DOG,AMER FOXHOUND
A1095740,DOG,LABRADOR RETR
A1095980,DOG,CHIHUAHUA SH
A1096189,DOG,PIT BULL
A1096262,DOG,PIT BULL
A1096364,DOG,LABRADOR RETR
A1096556,DOG,CHIHUAHUA SH
A1096634,DOG,GERM SHEPHERD
A1096644,CAT,DOMESTIC MH
A1096914,DOG,AUST CATTLE DOG
A1097329,DOG,CAIRN TERRIER
A1097467,DOG,CHIHUAHUA SH
A1097617,DOG,DOBERMAN PINSCH
A1097741,DOG,PIT BULL
A1097767,DOG,GERM SHEPHERD
A1097834,DOG,PIT BULL
A1097834,DOG,PIT BULL
A1097914,DOG,GERM SHEPHERD
A1097922,DOG,BULL TERRIER
A1097922,DOG,BULL TERRIER
A1098024,DOG,BULL TERRIER
A1098024,DOG,BULL TERRIER
A1098156,DOG,PIT BULL
A1098156,DOG,PIT BULL
A1098166,CAT,DOMESTIC SH
A1098235,DOG,BOXER
A1098287,DOG,PIT BULL
A1098287,DOG,PIT BULL
A1098287,DOG,PIT BULL
A1098434,DOG,LABRADOR RETR
A1098647,DOG,PIT BULL
A1098738,DOG,PIT BULL
A1098776,CAT,DOMESTIC SH
A1098776,CAT,DOMESTIC SH
A1098875,DOG,PIT BULL
A1098875,DOG,PIT BULL
A1098875,DOG,PIT BULL
A1098879,DOG,LABRADOR RETR
A1098956,DOG,CAIRN TERRIER
A1099153,DOG,GERM SHEPHERD
A1099237,DOG,ROTTWEILER
A1099391,DOG,LABRADOR RETR
A1099393,DOG,CHIHUAHUA SH
A1099488,DOG,PIT BULL
A1099551,DOG,BASSET HOUND
A1099681,DOG,PIT BULL
A1099842,DOG,PIT BULL
A1099988,DOG,AUST CATTLE DOG
A1099988,DOG,AUST CATTLE DOG
A1100184,DOG,BOXER
A1100184,DOG,BOXER
A1100361,DOG,PIT BULL
A1100629,DOG,PIT BULL
A1100666,DOG,BULLDOG
A1100968,DOG,PIT BULL
A1101036,DOG,PIT BULL
A1101866,DOG,LABRADOR RETR
A1101866,DOG,LABRADOR RETR
A1102089,DOG,AMER BULLDOG
A1102111,DOG,PIT BULL
A1102111,DOG,PIT BULL
A1102113,DOG,LABRADOR RETR
A1102113,DOG,LABRADOR RETR
A1102270,DOG,PIT BULL
A1102340,DOG,PIT BULL
A1102491,DOG,LABRADOR RETR
A1102491,DOG,LABRADOR RETR
A1102700,CAT,SIAMESE
A1103002,DOG,AM PIT BULL TER
A1103181,DOG,MIXED BREED
A1103189,DOG,PIT BULL
A1103458,DOG,CHIHUAHUA SH
A1103569,DOG,YORKSHIRE TERR
A1103574,DOG,LABRADOR RETR
A1103574,DOG,LABRADOR RETR
A1103593,DOG,PIT BULL
A1103594,DOG,GERM SHEPHERD
A1103629,DOG,MIXED BREED
A1103644,DOG,PIT BULL
A1103814,DOG,ALASKAN HUSKY
A1103857,DOG,MIXED BREED
A1103857,DOG,MIXED BREED
A1103873,DOG,GERM SHEPHERD
A1103929,DOG,BULL TERRIER
A1103965,CAT,DOMESTIC SH
A1103965,CAT,DOMESTIC SH
A1103967,CAT,DOMESTIC SH
A1103967,CAT,DOMESTIC SH
A1103988,DOG,GERM SHEPHERD
A1104007,DOG,LABRADOR RETR
A1104007,DOG,LABRADOR RETR
A1104007,DOG,LABRADOR RETR
A1104007,DOG,LABRADOR RETR
A1104074,DOG,PIT BULL
A1104087,DOG,PIT BULL
A1104121,DOG,AM PIT BULL TER
A1104153,DOG,ALASKAN HUSKY
A1104305,DOG,MASTIFF
A1104421,DOG,GERM SHEPHERD
A1104423,DOG,GREAT PYRENEES
A1104762,DOG,PIT BULL
A1104889,DOG,PIT BULL
A1104959,DOG,SCHNAUZER MIN
A1104979,DOG,PIT BULL
A1105023,DOG,GERM SHEPHERD
A1105244,DOG,MIXED BREED
A1105292,DOG,PIT BULL
A1105340,DOG,SCHNAUZER MIN
A1105458,DOG,MIXED BREED
A1105458,DOG,MIXED BREED
A1105799,DOG,PIT BULL
A1105895,DOG,GERM SHEPHERD
A1106070,DOG,BOSTON TERRIER
A1106090,DOG,BOSTON TERRIER
A1106091,DOG,BOSTON TERRIER
A1106235,DOG,COCKER SPAN
A1106235,DOG,COCKER SPAN
A1106341,DOG,ALASKAN HUSKY
A1106344,DOG,PIT BULL
A1106379,DOG,PIT BULL
A1106379,DOG,PIT BULL
A1106379,DOG,PIT BULL
A1106379,DOG,PIT BULL
A1106455,DOG,PIT BULL
A1106455,DOG,PIT BULL
A1106456,DOG,MIXED BREED
A1106472,DOG,GERM SHEPHERD
A1106472,DOG,GERM SHEPHERD
A1106472,DOG,GERM SHEPHERD
A1106504,DOG,PIT BULL
A1106558,CAT,DOMESTIC SH
A1106612,DOG,GERM SHEPHERD
A1106686,DOG,LABRADOR RETR
A1106840,DOG,MASTIFF
A1106901,DOG,PIT BULL
A1107275,DOG,PIT BULL
A1107417,DOG,PIT BULL
A1107417,DOG,PIT BULL
A1107498,DOG,DOBERMAN PINSCH
A1107533,DOG,DOGO ARGENTINO
A1107615,DOG,PIT BULL
A1107749,DOG,MIXED BREED
A1107754,DOG,LABRADOR RETR
A1107754,DOG,LABRADOR RETR
A1107775,DOG,LABRADOR RETR
A1107788,DOG,CHIHUAHUA SH
A1107860,DOG,LABRADOR RETR
A1107937,DOG,PIT BULL
A1107989,DOG,YORKSHIRE TERR
A1108133,DOG,PIT BULL
A1108157,DOG,GERM SHEPHERD
A1108157,DOG,GERM SHEPHERD
A1108574,DOG,PIT BULL
A1108574,DOG,PIT BULL
A1108574,DOG,PIT BULL
A1108694,DOG,GERM SHEPHERD
A1108748,DOG,PIT BULL
A1108782,DOG,CANE CORSO
A1108782,DOG,CANE CORSO
A1108800,DOG,GERM SHEPHERD
A1108801,DOG,GERM SHEPHERD
A1108858,DOG,PIT BULL
A1108858,DOG,PIT BULL
A1109037,CAT,DOMESTIC SH
A1109066,CAT,DOMESTIC SH
A1109076,DOG,PIT BULL
A1109166,DOG,HAVANESE
A1109184,DOG,PIT BULL
A1109285,DOG,LABRADOR RETR
A1109285,DOG,LABRADOR RETR
A1109285,DOG,LABRADOR RETR
A1109285,DOG,LABRADOR RETR
A1109452,DOG,PIT BULL
A1109500,DOG,LABRADOR RETR
A1109500,DOG,LABRADOR RETR
A1109599,DOG,PIT BULL
A1109599,DOG,PIT BULL
A1109599,DOG,PIT BULL
A1109617,DOG,ALASKAN HUSKY
A1109617,DOG,ALASKAN HUSKY
A1109755,DOG,PIT BULL
A1109760,DOG,PIT BULL
A1109802,DOG,PIT BULL
A1109802,DOG,PIT BULL
A1109820,DOG,PIT BULL
A1109825,DOG,LABRADOR RETR
A1109942,DOG,PEKINGESE
A1110069,DOG,LABRADOR RETR
A1110069,DOG,LABRADOR RETR
A1110069,DOG,LABRADOR RETR
A1110072,DOG,MIXED BREED
A1110111,DOG,AUST SHEPHERD
A1110161,DOG,AUST CATTLE DOG
A1110346,DOG,GERM SHEPHERD
A1110500,CAT,DOMESTIC SH
A1110524,DOG,ALASKAN HUSKY
A1110538,DOG,CHIHUAHUA SH
A1110575,DOG,BULLDOG
A1110575,DOG,BULLDOG
A1110575,DOG,BULLDOG
A1110578,DOG,BOXER
A1110619,DOG,LABRADOR RETR
A1110624,DOG,PARSON RUSS TER
A1110624,DOG,PARSON RUSS TER
A1110625,DOG,PARSON RUSS TER
A1110625,DOG,PARSON RUSS TER
A1110774,DOG,PIT BULL
A1110810,DOG,PIT BULL
A1110811,DOG,PIT BULL
A1110812,DOG,PIT BULL
A1110847,DOG,ALASKAN HUSKY
A1110944,DOG,ANATOL SHEPHERD
A1111056,DOG,CANE CORSO
A1111088,CAT,DOMESTIC SH
A1111181,DOG,PIT BULL
A1111201,DOG,GERM SHEPHERD
A1111235,DOG,OLDENG SHEEPDOG
A1111305,DOG,GERM SHEPHERD
A1111331,DOG,PIT BULL
A1111340,DOG,PIT BULL
A1111340,DOG,PIT BULL
A1111340,DOG,PIT BULL
A1111350,DOG,BOXER
A1111419,DOG,GERM SHEPHERD
A1111499,DOG,PIT BULL
A1111499,DOG,PIT BULL
A1111648,DOG,SIBERIAN HUSKY
A1111671,DOG,PIT BULL
A1111715,DOG,CHIHUAHUA SH
A1111730,CAT,DOMESTIC SH
A1111730,CAT,DOMESTIC SH
A1111750,DOG,GOLDEN RETR
A1111750,DOG,GOLDEN RETR
A1111838,DOG,BLACK MOUTH CUR
A1111926,DOG,GERM SHEPHERD
A1111946,DOG,BEAGLE
A1111947,DOG,BOXER
A1111978,DOG,GERM SHEPHERD
A1112128,DOG,ALASKAN HUSKY
A1112128,DOG,ALASKAN HUSKY
A1112180,DOG,GOLDEN RETR
A1112194,DOG,CHIHUAHUA LH
A1112269,CAT,DOMESTIC SH
A1112269,CAT,DOMESTIC SH
A1112311,DOG,CHINESE SHARPEI
A1112363,DOG,PIT BULL
A1112367,DOG,PIT BULL
A1112368,DOG,GREAT PYRENEES
A1112368,DOG,GREAT PYRENEES
A1112423,CAT,DOMESTIC SH
A1112427,DOG,GERM SHEPHERD
A1112455,DOG,PIT BULL
A1112517,DOG,LABRADOR RETR
A1112517,DOG,LABRADOR RETR
A1112517,DOG,LABRADOR RETR
A1112534,DOG,MIXED BREED
A1112570,DOG,PIT BULL
A1112672,DOG,ALASKAN HUSKY
A1112675,DOG,PIT BULL
A1112732,DOG,PIT BULL
A1112826,DOG,PIT BULL
A1112835,DOG,GERM SHEPHERD
A1112893,DOG,PIT BULL
A1112893,DOG,PIT BULL
A1112899,DOG,PIT BULL
A1112951,DOG,PIT BULL
A1112952,DOG,PIT BULL
A1112957,DOG,PIT BULL
A1112984,DOG,BEAGLE
A1113005,DOG,GERM SHEPHERD
A1113085,DOG,SHIH TZU
A1113105,DOG,PIT BULL
A1113123,DOG,MIXED BREED
A1113163,DOG,PIT BULL
A1113176,DOG,BOXER
A1113176,DOG,BOXER
A1113402,DOG,PIT BULL
A1113402,DOG,PIT BULL
A1113425,DOG,AUST CATTLE DOG
A1113425,DOG,AUST CATTLE DOG
A1113466,DOG,PIT BULL
A1113481,DOG,PIT BULL
A1113481,DOG,PIT BULL
A1113564,DOG,PIT BULL
A1113566,DOG,PIT BULL
A1113595,DOG,BASENJI
A1113606,DOG,PIT BULL
A1113701,CAT,DOMESTIC MH
A1113702,DOG,GERM SHEPHERD
A1113712,DOG,PIT BULL
A1113771,DOG,SHIBA INU
A1113816,DOG,ALASKAN HUSKY
A1113828,CAT,DOMESTIC SH
A1113869,DOG,PIT BULL
A1113869,DOG,PIT BULL
A1113869,DOG,PIT BULL
A1113942,DOG,PIT BULL
A1113943,DOG,PIT BULL
A1113944,DOG,AUST CATTLE DOG
A1114048,DOG,ALASKAN HUSKY
A1114051,DOG,LABRADOR RETR
A1114115,DOG,PIT BULL
A1114179,DOG,LABRADOR RETR
A1114180,DOG,LABRADOR RETR
A1114289,DOG,GERM SHEPHERD
A1114301,DOG,PIT BULL
A1114324,DOG,BELG MALINOIS
A1114362,DOG,ANATOL SHEPHERD
A1114362,DOG,ANATOL SHEPHERD
A1114363,DOG,ANATOL SHEPHERD
A1114363,DOG,ANATOL SHEPHERD
A1114464,DOG,PIT BULL
A1114541,DOG,ALASKAN HUSKY
A1114595,DOG,LABRADOR RETR
A1114715,DOG,PIT BULL
A1114774,DOG,ALASKAN HUSKY
A1114864,DOG,PIT BULL
A1114886,DOG,CATAHOULA
A1114915,DOG,PIT BULL
A1114925,DOG,LABRADOR RETR
A1114925,DOG,LABRADOR RETR
A1114943,DOG,CHIHUAHUA SH
A1114956,DOG,BOXER
A1114956,DOG,BOXER
A1114956,DOG,BOXER
A1114956,DOG,BOXER
A1115013,DOG,FOX TERR SMOOTH
A1115049,DOG,PIT BULL
A1115049,DOG,PIT BULL
A1115067,DOG,LABRADOR RETR
A1115218,DOG,PIT BULL
A1115358,DOG,LABRADOR RETR
A1115461,DOG,GREAT PYRENEES
A1115471,BIRD,CHICKEN
A1115475,DOG,PIT BULL
A1115500,DOG,PIT BULL
A1115505,DOG,ENG POINTER
A1115679,DOG,LABRADOR RETR
A1115681,DOG,LABRADOR RETR
A1115682,DOG,LABRADOR RETR
A1115684,DOG,GREAT PYRENEES
A1115684,DOG,GREAT PYRENEES
A1115684,DOG,GREAT PYRENEES
A1115684,DOG,GREAT PYRENEES
A1115738,DOG,PLOTT HOUND
A1115746,DOG,MIXED BREED
A1115746,DOG,MIXED BREED
A1115779,DOG,PIT BULL
A1115825,DOG,PIT BULL
A1115828,DOG,PIT BULL
A1115828,DOG,PIT BULL
A1115828,DOG,PIT BULL
A1115828,DOG,PIT BULL
A1115836,DOG,PIT BULL
A1115836,DOG,PIT BULL
A1115858,DOG,PIT BULL
A1115858,DOG,PIT BULL
A1115872,DOG,DACHSHUND
A1115937,DOG,PAPILLON
A1115937,DOG,PAPILLON
A1115937,DOG,PAPILLON
A1116018,DOG,GERM SHEPHERD
A1116054,DOG,GERM SHEPHERD
A1116085,DOG,PIT BULL
A1116127,DOG,ALASKAN HUSKY
A1116248,DOG,ALASKAN HUSKY
A1116300,DOG,ALASK MALAMUTE
A1116323,DOG,CHIHUAHUA SH
A1116385,DOG,PIT BULL
A1116385,DOG,PIT BULL
A1116385,DOG,PIT BULL
A1116427,DOG,GREYHOUND
A1116431,DOG,PIT BULL
A1116470,DOG,PIT BULL
A1116485,DOG,PIT BULL
A1116500,DOG,PIT BULL
A1116571,DOG,PIT BULL
A1116578,DOG,PIT BULL
A1116578,DOG,PIT BULL
A1116578,DOG,PIT BULL
A1116578,DOG,PIT BULL
A1116621,DOG,ALASKAN HUSKY
A1116685,DOG,PIT BULL
A1116729,DOG,PIT BULL
A1116791,DOG,PIT BULL
A1116830,DOG,CAIRN TERRIER
A1116830,DOG,CAIRN TERRIER
A1116830,DOG,CAIRN TERRIER
A1116918,DOG,PIT BULL
A1116928,DOG,PIT BULL
A1116980,DOG,GERM SHEPHERD
A1116980,DOG,GERM SHEPHERD
A1117025,DOG,PIT BULL
A1117025,DOG,PIT BULL
A1117025,DOG,PIT BULL
A1117025,DOG,PIT BULL
A1117082,DOG,LABRADOR RETR
A1117082,DOG,LABRADOR RETR
A1117103,DOG,LABRADOR RETR
A1117103,DOG,LABRADOR RETR
A1117103,DOG,LABRADOR RETR
A1117174,DOG,PIT BULL
A1117193,DOG,MIXED BREED
A1117193,DOG,MIXED BREED
A1117193,DOG,MIXED BREED
A1117240,DOG,GERM SHEPHERD
A1117240,DOG,GERM SHEPHERD
A1117240,DOG,GERM SHEPHERD
A1117385,DOG,GERM SHEPHERD
A1117386,DOG,AMERICAN STAFF
A1117444,DOG,LABRADOR RETR
A1117458,CAT,DOMESTIC SH
A1117458,CAT,DOMESTIC SH
A1117459,CAT,DOMESTIC SH
A1117513,DOG,PIT BULL
A1117513,DOG,PIT BULL
A1117513,DOG,PIT BULL
A1117513,DOG,PIT BULL
A1117528,DOG,LABRADOR RETR
A1117530,DOG,SIBERIAN HUSKY
A1117584,DOG,LABRADOR RETR
A1117584,DOG,LABRADOR RETR
A1117584,DOG,LABRADOR RETR
A1117588,DOG,PIT BULL
A1117691,DOG,PIT BULL
A1117692,DOG,BULLDOG
A1117693,DOG,PIT BULL
A1117725,DOG,ROTTWEILER
A1117816,DOG,GERM SHEPHERD
A1117850,DOG,SIBERIAN HUSKY
A1117857,CAT,DOMESTIC SH
A1117860,DOG,ROTTWEILER
A1117860,DOG,ROTTWEILER
A1117860,DOG,ROTTWEILER
A1117860,DOG,ROTTWEILER
A1117860,DOG,ROTTWEILER
A1118062,DOG,PIT BULL
A1118062,DOG,PIT BULL
A1118095,DOG,PIT BULL
A1118099,DOG,GERM SHEPHERD
A1118099,DOG,GERM SHEPHERD
A1118103,DOG,LABRADOR RETR
A1118145,DOG,PIT BULL
A1118176,DOG,MIXED BREED
A1118176,DOG,MIXED BREED
A1118216,DOG,PIT BULL
A1118310,DOG,PIT BULL
A1118388,DOG,ROTTWEILER
A1118388,DOG,ROTTWEILER
A1118435,DOG,GERM SHEPHERD
A1118538,DOG,LABRADOR RETR
A1118540,DOG,LABRADOR RETR
A1118552,DOG,CANE CORSO
A1118561,CAT,DOMESTIC SH
A1118564,CAT,DOMESTIC SH
A1118622,CAT,DOMESTIC MH
A1118648,DOG,ROTTWEILER
A1118690,DOG,LABRADOR RETR
A1118690,DOG,LABRADOR RETR
A1118691,DOG,PIT BULL
A1118691,DOG,PIT BULL
A1118756,DOG,AM PIT BULL TER
A1118884,DOG,PIT BULL
A1118932,DOG,PIT BULL
A1118932,DOG,PIT BULL
A1118932,DOG,PIT BULL
A1119012,DOG,PIT BULL
A1119203,DOG,PIT BULL
A1119203,DOG,PIT BULL
A1119225,CAT,DOMESTIC SH
A1119225,CAT,DOMESTIC SH
A1119225,CAT,DOMESTIC SH
A1119225,CAT,DOMESTIC SH
A1119261,DOG,MIXED BREED
A1119291,DOG,PIT BULL
A1119291,DOG,PIT BULL
A1119291,DOG,PIT BULL
A1119291,DOG,PIT BULL
A1119296,DOG,PIT BULL
A1119296,DOG,PIT BULL
A1119298,DOG,GOLDEN RETR
A1119360,DOG,AM PIT BULL TER
A1119372,DOG,ALASKAN HUSKY
A1119443,DOG,LABRADOR RETR
A1119549,CAT,DOMESTIC SH
A1119627,CAT,DOMESTIC SH
A1119681,DOG,MIXED BREED
A1119773,CAT,DOMESTIC SH
A1119852,DOG,CHOW CHOW
