Animal_Id,Kennel_Number,Kennel_Status,Source_Id
A1043181,186035-01,IMPOUNDED,P9998462
A1043190,LFD 026,UNAVAILABLE,P0851741
A1043366,INJD 007,UNAVAILABLE,P0960712
A1043676,LFD 074,IMPOUNDED,P0649612
A1043757,PCD 13,LAB,P0924255
A1043801,LAB 02,LAB,P0865011
A1043822,LFD 138,UNAVAILABLE,P0853361
A1044166,AD 056,AVAILABLE,P0993471
A1044166,LFD 065,IMPOUNDED,P0994328
A1044166,PCD 01,IMPOUNDED,P1014357
A1044262,INJD 008,UNAVAILABLE,P0985913
A1044262,INJD 007,UNAVAILABLE,P0985913
A1044262,INJD 010,UNAVAILABLE,P9991710
A1044262,VIP12,UNAVAILABLE,P0981375
A1044277,6A,UNAVAILABLE,P0999564
A1044277,VIP23,AVAILABLE,P0555741
A1044459,LFD 028,UNAVAILABLE,P0994409
A1045257,LAB 02,LAB,P0996568
A1045290,LFSD 17,AVAILABLE,P0992470
A1045592,LFD 024,UNAVAILABLE,P9991171
A1045592,LFD 036,IMPOUNDED,P0985995
A1045847,LAB 04,LAB,P0056785
A1045969,206006-01,IMPOUNDED,P9991748
A1046245,PUPS 1,UNAVAILABLE,P0855948
A1046844,ID09B,IMPOUNDED,P0752759
A1046844,LFD 043,EU RISK,P1009599
A1047090,ID22A,EU RISK,P0980078
A1047310,VIP15,AVAILABLE,P0893052
A1047464,VIP16,AVAILABLE,P0739313
A1047492,AD 029,UNAVAILABLE,P0735235
A1048097,QD 05,RELEASED FROM QUARANTINE,P0612148
A1048402,VT 01,UNAVAILABLE,P0986849
A1048402,VT 12,AVAILABLE,P0732032
A1048402,F4,UNAVAILABLE,P0986849
A1048402,QD 10,LAB,P0986849
A1048402,INJD 010,UNAVAILABLE,P0986849
A1048476,QD 20,RELEASED FROM QUARANTINE,P0950238
A1048482,PCD 02,RELEASED FROM QUARANTINE,P0044625
A1048493,ID11A,IMPOUNDED,P0977372
A1048538,LFD 096,UNAVAILABLE,P0979697
A1048539,AD 084,UNAVAILABLE,P0542160
A1048647,QD 07,LAB,P0089097
A1048711,FREEZER,UNAVAILABLE,P0999694
A1049002,096027-01,IMPOUNDED,P0936331
A1049147,AD 004,AVAILABLE,P1002599
A1049147,INJD 011,UNAVAILABLE,P1003801
A1049219,AD 042,UNAVAILABLE,P0860651
A1049278,AD 086,AVAILABLE,P1016513
A1049494,AD 062,UNAVAILABLE,P9991579
A1049921,LFSD 18,AVAILABLE,P0542160
A1050076,BAY 13,IMPOUNDED,P0975176
A1050156,LFD 066,EU RISK,P0861162
A1050255,196007-01,IMPOUNDED,P9991723
A1050357,PCD 23,PRE-LAB,P0623246
A1050527,QD 04,RELEASED FROM QUARANTINE,P0861675
A1050528,QD 03,RELEASED FROM QUARANTINE,P0861675
A1050702,PCD 21,RELEASED FROM QUARANTINE,P0861859
A1051047,AD 084,UNAVAILABLE,P0542160
A1051614,VIP13,AVAILABLE,P0863997
A1051772,LFD 070,AVAILABLE,P0542160
A1051772,6A,EU RISK,P0949892
A1051772,6A,EU RISK,P0865168
A1051834,FREEZER,UNAVAILABLE,P0863518
A1051834,LFD 093,IMPOUNDED,P9998461
A1051835,LFD 093,IMPOUNDED,P9998461
A1052066,LFD 022,IMPOUNDED,P0715328
A1052470,126007-01,IMPOUNDED,P9998461
A1052597,ID24A,IMPOUNDED,P0985061
A1052878,186036-01,IMPOUNDED,P9991710
A1053037,VIP20,UNAVAILABLE,P0886505
A1053037,VIP20,UNAVAILABLE,P0562950
A1053275,FOSTER,PENDING,P0066351
A1053275,VT 01,AVAILABLE,P0066351
A1053350,QD 06,UNAVAILABLE,P9991749
A1054129,LFD 083,EU RISK,P0562950
A1054129,INJD 008,UNAVAILABLE,P1005880
A1054225,VIP28,UNAVAILABLE,P0735235
A1054279,LFD 100,LAB,P0867561
A1054358,QD 07,RELEASED FROM QUARANTINE,P0866823
A1054471,AD 026,UNAVAILABLE,P0972564
A1054487,186032-01,IMPOUNDED,P0768195
A1054487,AD 050,AVAILABLE,P1006323
A1054691,AD 020,UNAVAILABLE,P0978914
A1054700,146007-01,IMPOUNDED,P0907783
A1054700,PUPS 1,IMPOUNDED,P1008957
A1054810,176001-01,IMPOUNDED,P0996784
A1054878,VIP08,UNAVAILABLE,P9998456
A1055011,186037-01,IMPOUNDED,P0995981
A1055112,QD 26,LAB,P0867831
A1055260,PUPS 1,UNAVAILABLE,P0945442
A1055473,LFSD 23,AVAILABLE,P0974429
A1055524,LFD 084,UNAVAILABLE,P1009605
A1055710,QD 21,RELEASED FROM QUARANTINE,P0972406
A1055753,LFD 142,IMPOUNDED,P0975459
A1055791,INJD 008,UNAVAILABLE,P0993834
A1055791,INJD 007,UNAVAILABLE,P0993834
A1055791,LFD 036,UNAVAILABLE,P0921353
A1055791,INJD 007,UNAVAILABLE,P0993834
A1055920,INJD 010,IMPOUNDED,P9991213
A1056055,AD 083,UNAVAILABLE,P0913570
A1056208,LFSD 20,IMPOUNDED,P0700575
A1056726,096024-01,UNAVAILABLE,P9991710
A1056726,PCD 12,LAB,P0668096
A1056750,VT 10,IMPOUNDED,P0986388
A1057356,5A,EU RISK,P1015003
A1057446,PCD 14,IMPOUNDED,P0807614
A1057752,186034-01,IMPOUNDED,P9991765
A1057871,QD 07,RELEASED FROM QUARANTINE,P0972996
A1057871,196007-01,IMPOUNDED,P9991723
A1057903,VIP02,UNAVAILABLE,P0982462
A1057903,F2,UNAVAILABLE,P0041644
A1058445,LFD 079,IMPOUNDED,P0878170
A1058613,QD 05,LAB,P0872492
A1058645,ID09A,LAB,P0872665
A1058647,FREEZER,UNAVAILABLE,P0542160
A1058785,QD 10,LAB,P0694139
A1059181,LFD 026,AVAILABLE,P0755503
A1059235,INJD 008,LAB,P0883717
A1059331,PUPS 3,IMPOUNDED,P0983488
A1059415,VIP04,AVAILABLE,P0964161
A1059415,AD 071,LAB,P0972636
A1059651,PCD 11,RELEASED FROM QUARANTINE,P0847432
A1059703,LFD 023,UNAVAILABLE,P0975817
A1059703,LFD 071,LAB,P0994398
A1059703,AD 008,UNAVAILABLE,P0562950
A1059766,QD 13,UNAVAILABLE,P0874141
A1059798,VT 12,UNAVAILABLE,P1010651
A1059918,INJD 004,IMPOUNDED,P0858931
A1059924,PSDOG 09,UNAVAILABLE,P0997508
A1059936,QD 27,LAB,P0874379
A1060032,LFD 111,IMPOUNDED,P0713670
A1060047,LAB 01,LAB,P0986585
A1060070,NMOMS 1,IMPOUNDED,P0979052
A1060181,186035-01,IMPOUNDED,P9991765
A1060251,QD 10,UNAVAILABLE,P0881955
A1060283,AD 007,UNAVAILABLE,P0982112
A1060369,ID06A,IMPOUNDED,P0976693
A1060369,LFD 153,IMPOUNDED,P9991213
A1060564,LFD 043,IMPOUNDED,P9998461
A1060596,QD 21,RELEASED FROM QUARANTINE,P0606199
A1060786,146007-01,IMPOUNDED,P0962264
A1060801,176001-01,IMPOUNDED,P9998471
A1060802,INJD 008,UNAVAILABLE,P0923112
A1060802,INJD 008,UNAVAILABLE,P0923112
A1061016,PCD 03,IMPOUNDED,P9998456
A1061016,176001-01,IMPOUNDED,P1004539
A1061059,VIP07,UNAVAILABLE,P0974704
A1061250,LFD 046,AVAILABLE,P9991579
A1061406,LFSD 08,UNAVAILABLE,P1006506
A1061855,LAB 01,LAB,P0877090
A1061867,LFD 050,UNAVAILABLE,P0542160
A1061968,LAB 01,LAB,P1016533
A1061995,LAB 04,LAB,P0816313
A1062057,PCD 21,LAB,P0088663
A1062647,PCD 09,LAB,P0586905
A1062668,VIP17,AVAILABLE,P0983676
A1062668,FOSTER,PENDING,P0981864
A1062765,LFC 026,UNAVAILABLE,P0878287
A1062857,LFSD 18,UNAVAILABLE,P0790146
A1062933,186032-01,IMPOUNDED,P9991765
A1063264,AD 031,UNAVAILABLE,P0984704
A1063681,QD 08,RELEASED FROM QUARANTINE,P0879460
A1063681,PCD 21,RELEASED FROM QUARANTINE,P0879460
A1063747,LFD 081,UNAVAILABLE,P0542160
A1063766,QD 04,LAB,P1012264
A1063905,ID11A,EU RISK,P0879773
A1063999,PCD 18,UNAVAILABLE,P9998491
A1064055,LFD 014,IMPOUNDED,P0984926
A1064059,186033-01,UNAVAILABLE,P9991770
A1064132,LFD 143,AVAILABLE,P0976344
A1064375,LAB 02,LAB,P0710942
A1064455,LFD 117,EU RISK,P1012800
A1064792,AC 007,UNAVAILABLE,P0973761
A1064792,AC 011,AVAILABLE,P0972715
A1064837,LAB 16,LAB,P0589540
A1065013,QD 03,RELEASED FROM QUARANTINE,P0880937
A1065286,176002-01,IMPOUNDED,P0975027
A1065759,ID22A,IMPOUNDED,P0982417
A1065909,AD 001,UNAVAILABLE,P0984939
A1066129,196007-01,IMPOUNDED,P0836181
A1066285,VT 11,IMPOUNDED,P0999865
A1066453,186033-01,IMPOUNDED,P9991780
A1066587,ID03A,IMPOUNDED,P0991496
A1066590,LFD 119,IMPOUNDED,P9991230
A1066592,LFD 118,IMPOUNDED,P9991230
A1066647,QC 03,RELEASED FROM QUARANTINE,P1002266
A1066812,VT 12,IMPOUNDED,P0692186
A1066942,LFSD 22,UNAVAILABLE,P0067785
A1066943,AD 050,LAB,P0067785
A1066972,PCD 15,UNAVAILABLE,P0843804
A1066991,PCD 19,EU RISK,P0807614
A1067011,FREEZER,UNAVAILABLE,P0978312
A1067628,LFD 131,IMPOUNDED,P9991753
A1067649,LFD 088,IMPOUNDED,P9998471
A1067661,LFD 081,UNAVAILABLE,P0991144
A1067934,QD 23,LAB,P0884194
A1068304,LAB 04,LAB,P0975227
A1068814,AD 042,UNAVAILABLE,P0739313
A1068817,QD 21,RELEASED FROM QUARANTINE,P0889369
A1068942,LAB 01,LAB,P0885328
A1068943,PSDOG 14,UNAVAILABLE,P0973309
A1069119,LAB 02,LAB,P0491145
A1069171,VIP06,PENDING,P0895997
A1069171,FOSTER,PENDING,P0993455
A1069171,INJD 011,UNAVAILABLE,P0993455
A1069171,INJD 008,UNAVAILABLE,P0993455
A1069254,LFSD 10,AVAILABLE,P0609401
A1069254,LFD 130,IMPOUNDED,P1000149
A1069460,LAB 02,LAB,P0972635
A1069576,AD 013,UNAVAILABLE,P0980621
A1069790,206008-01,IMPOUNDED,P9998461
A1069822,LFD 002,IMPOUNDED,P0886572
A1069822,FREEZER,UNAVAILABLE,P0735235
A1069969,VIP26,EU RISK,P0592391
A1069970,QD 01,RELEASED FROM QUARANTINE,P0979226
A1070352,LAB 04,LAB,P0984271
A1070463,QD 16,RELEASED FROM QUARANTINE,P0980558
A1070472,VIP05,AVAILABLE,P0924644
A1070501,VIP06,UNAVAILABLE,P0683090
A1071075,AD 018,AVAILABLE,P0819175
A1071075,PSDOG 16,AVAILABLE,P0930008
A1071075,VIP27,UNAVAILABLE,P0924220
A1071076,LFD 082,AVAILABLE,P0979578
A1071215,186035-01,LAB,P0977396
A1071235,FREEZER,UNAVAILABLE,P1004683
A1072307,DC 03,UNAVAILABLE,P0971035
A1072396,AD 010,LAB,P9998461
A1072541,INJD 007,UNAVAILABLE,P0890242
A1072541,INJD 007,UNAVAILABLE,P0890242
A1072805,AD 063,UNAVAILABLE,P0985159
A1072951,186037-03,IMPOUNDED,P0993880
A1073031,LFD 145,IMPOUNDED,P9998480
A1073047,LFD 079,IMPOUNDED,P0978440
A1073384,PSCAT 13,AVAILABLE,P0000000
A1073384,PSCAT 13,UNAVAILABLE,P1007600
A1073761,ID16A,IMPOUNDED,P9991749
A1073885,INJD 010,UNAVAILABLE,P0985895
A1073885,VIP13,UNAVAILABLE,P0981835
A1074171,166016-01,IMPOUNDED,P9991782
A1074590,LAB 01,LAB,P0892278
A1074594,PCD 26,IMPOUNDED,P1010255
A1074714,INJD 007,UNAVAILABLE,P0900793
A1074804,LFD 014,IMPOUNDED,P9991574
A1074880,PCD 15,UNAVAILABLE,P9991717
A1074999,ID12A,IMPOUNDED,P0977372
A1074999,126004-01,IMPOUNDED,P0980051
A1075058,PCD 03,IMPOUNDED,P0756756
A1075164,LFD 051,LAB,P0824140
A1075462,196007-01,IMPOUNDED,P0981086
A1075462,QD 29,LAB,P0574643
A1075820,206007-01,IMPOUNDED,P0995636
A1076084,146005-01,IMPOUNDED,P9991768
A1076188,LFD 108,UNAVAILABLE,P0735235
A1076201,LFD 105,IMPOUNDED,P9991171
A1076357,VIP15,UNAVAILABLE,P0562950
A1076408,LFD 092,UNAVAILABLE,P0896238
A1076517,LFD 048,UNAVAILABLE,P0894069
A1076593,LAB 02,LAB,P9991753
A1076642,186035-01,IMPOUNDED,P9991744
A1076708,LAB 04,LAB,P0894149
A1076876,QD 18,RELEASED FROM QUARANTINE,P9991723
A1077080,LFC 045,IMPOUNDED,P0984465
A1077227,186035-01,IMPOUNDED,P9991754
A1077568,LFD 064,UNAVAILABLE,P9991704
A1077678,LAB 02,LAB,P0892027
A1077696,QD 12,RELEASED FROM QUARANTINE,P0983030
A1077784,LFD 165,IMPOUNDED,P0978854
A1078633,AD 011,UNAVAILABLE,P0542160
A1078993,QD 18,LAB,P0896504
A1079025,PCD 01,LAB,P9991780
A1079181,VIP18,UNAVAILABLE,P0988872
A1079181,AD 008,AVAILABLE,P0717631
A1079219,LFD 114,EU RISK,P0936639
A1079251,186035-01,IMPOUNDED,P0981073
A1079263,LFD 076,IMPOUNDED,P1004730
A1079277,AD 094,UNAVAILABLE,P0945555
A1079277,LFSD 06,AVAILABLE,P0897156
A1079411,AD 022,AVAILABLE,P0628373
A1079419,LFSD 06,AVAILABLE,P0897156
A1079825,AD 048,AVAILABLE,P0969497
A1080262,PCD 05,RELEASED FROM QUARANTINE,P0906566
A1080262,PCD 09,LAB,P1012045
A1080264,FREEZER,IMPOUNDED,P0861056
A1080292,FOSTER,PENDING,P0986031
A1080292,INJD 011,PENDING,P0986031
A1080292,INJD 010,PENDING,P0986031
A1080292,VIP02,AVAILABLE,P9991704
A1080293,VIP23,UNAVAILABLE,P9991704
A1080520,OFFICE,UNAVAILABLE,P0901228
A1080586,F3,UNAVAILABLE,P0041644
A1080586,F3,UNAVAILABLE,P0041644
A1080586,VT 02,AVAILABLE,P0041644
A1080586,AD 012,UNAVAILABLE,P0617672
A1080867,196007-01,IMPOUNDED,P0982075
A1080890,206010-01,IMPOUNDED,P9991721
A1080890,LAB 02,LAB,P9991770
A1080890,146007-01,IMPOUNDED,P9991770
A1080897,LFD 045,LAB,P1016148
A1080985,QD 01,LAB,P0899105
A1081269,QD 01,RELEASED FROM QUARANTINE,P0900569
A1081422,LFSD 15,UNAVAILABLE,P1002747
A1081498,PUPS 1,UNAVAILABLE,P0984911
A1081515,QD 12,LAB,P0865468
A1081523,AD 049,UNAVAILABLE,P0900716
A1081523,INJD 007,UNAVAILABLE,P0994353
A1081523,VIP16,UNAVAILABLE,P0692670
A1081523,INJD 011,UNAVAILABLE,P0994353
A1081535,QD 11,RELEASED FROM QUARANTINE,P0899854
A1081779,LAB 02,LAB,P0899963
A1082113,AD 041,UNAVAILABLE,P0889572
A1082606,VIP05,AVAILABLE,P0902283
A1082654,LAB 01,LAB,P1006529
A1082737,INJD 004,IMPOUNDED,P0962576
A1082903,LFD 014,UNAVAILABLE,P0970766
A1082910,PCD 04,LAB,P0787667
A1083060,PCD 07,RELEASED FROM QUARANTINE,P0901482
A1083464,LFD 047,EU RISK,P0902082
A1083626,PSCAT 13,UNAVAILABLE,P0746568
A1083682,PSDOG 11,AVAILABLE,P0992952
A1083682,FOSTER,UNAVAILABLE,P0987164
A1083682,FOSTER,PENDING,P0911924
A1084272,PCD 17,UNAVAILABLE,P9991753
A1084441,AC 046,AVAILABLE,P0918986
A1084446,ID03B,IMPOUNDED,P9991744
A1084460,F3,UNAVAILABLE,P0982717
A1084460,F1,AVAILABLE,P0982717
A1084460,LFSD 23,UNAVAILABLE,P0804947
A1084466,AD 013,AVAILABLE,P0776499
A1084476,LFD 139,AVAILABLE,P0900964
A1084662,LFSD 08,IMPOUNDED,P0981730
A1084732,206006-01,IMPOUNDED,P0808205
A1084885,LFSD 17,AVAILABLE,P0501441
A1084885,LFD 083,UNAVAILABLE,P0746568
A1084976,INJD 007,UNAVAILABLE,P0968592
A1084976,INJD 007,UNAVAILABLE,P0968592
A1085378,LAB 04,LAB,P0904079
A1085479,AD 002,EU RISK,P0771234
A1085479,INJD 007,UNAVAILABLE,P0955074
A1085479,VIP07,AVAILABLE,P0904906
A1085673,AD 003,UNAVAILABLE,P0700575
A1085708,LFD 033,IMPOUNDED,P0990799
A1085753,LFD 049,UNAVAILABLE,P1004515
A1085808,206010-01,IMPOUNDED,P0904567
A1085808,196006-01,IMPOUNDED,P9991230
A1085809,196006-01,IMPOUNDED,P9991230
A1085809,206010-01,IMPOUNDED,P0904567
A1085824,VIP05,UNAVAILABLE,P0905960
A1085824,LFD 125,AVAILABLE,P0905960
A1086034,FREEZER,IMPOUNDED,P0544595
A1086090,INJD 011,UNAVAILABLE,P9991702
A1086090,INJD 007,UNAVAILABLE,P0973737
A1086090,AD 067,UNAVAILABLE,P0972480
A1086090,INJD 007,UNAVAILABLE,P0973737
A1086233,AD 044,AVAILABLE,P0987913
A1086233,INJD 007,UNAVAILABLE,P0989643
A1086233,INJD 008,UNAVAILABLE,P0989643
A1086233,5A,UNAVAILABLE,P0943708
A1086281,LAB 04,LAB,P1001848
A1086349,QD 11,UNAVAILABLE,P0905287
A1086381,FREEZER,UNAVAILABLE,P9991748
A1086403,LFC 037,UNAVAILABLE,P0963816
A1086589,5A,UNAVAILABLE,P0906880
A1087623,186035-01,IMPOUNDED,P9991744
A1087628,LAB 03,LAB,P9991171
A1087965,FOSTER,AVAILABLE,P1011183
A1087965,FOSTER,AVAILABLE,P0970523
A1087965,FOSTER,EU RISK,P0983092
A1087965,VIP25,EU RISK,P0767238
A1087965,VIP09,AVAILABLE,P0847815
A1088001,QD 25,UNAVAILABLE,P0994615
A1088139,LFD 050,LAB,P0947418
A1088143,AD 087,UNAVAILABLE,P9991171
A1088237,DC 03,AVAILABLE,P0972123
A1088513,LFD 076,IMPOUNDED,P9991710
A1088838,VIP11,UNAVAILABLE,P0975044
A1088863,PUPS 2,EU RISK,P0920629
A1088863,FOSTER,EU RISK,P0818652
A1088919,ID18B,LAB,P0989617
A1088941,AD 103,EU RISK,P0950043
A1088952,PSDOG 11,AVAILABLE,P0908049
A1089087,VIP11,UNAVAILABLE,P0993060
A1089135,PCD 13,UNAVAILABLE,P9998471
A1089187,PCD 27,LAB,P0542160
A1089569,PSDOG 14,AVAILABLE,P1004390
A1089569,FOSTER,PENDING,P0681894
A1089617,AD 007,AVAILABLE,P9998480
A1089617,AD 057,AVAILABLE,P1012091
A1089660,VIP12,AVAILABLE,P0964446
A1089660,INJD 012,UNAVAILABLE,P0976131
A1089660,INJD 010,UNAVAILABLE,P0976131
A1089660,INJD 008,UNAVAILABLE,P0976131
A1089801,PCD 05,UNAVAILABLE,P9991781
A1089851,ID24B,IMPOUNDED,P0971443
A1089894,NMOMS 1,AVAILABLE,P1004667
A1089982,AD 065,EU RISK,P0910384
A1089982,AD 087,EU RISK,P0824792
A1089985,LFD 018,AVAILABLE,P0575323
A1089985,LFD 073,AVAILABLE,P0982271
A1090077,LFD 041,LAB,P0988820
A1090103,LFD 149,IMPOUNDED,P0738100
A1090103,PCD 10,LAB,P0984336
A1090140,VIP08,UNAVAILABLE,P0767093
A1090140,LFD 064,UNAVAILABLE,P0994194
A1090140,INJD 011,UNAVAILABLE,P0582800
A1090140,INJD 008,UNAVAILABLE,P0582800
A1090140,INJD 007,UNAVAILABLE,P0582800
A1090176,LFD 103,IMPOUNDED,P0984518
A1090318,AD 070,UNAVAILABLE,P9991754
A1090388,INJD 014,UNAVAILABLE,P0966002
A1090388,INJD 008,UNAVAILABLE,P0966002
A1090615,186035-01,IMPOUNDED,P9991754
A1090617,LFD 015,IMPOUNDED,P0996328
A1090617,LFD 005,IMPOUNDED,P0988491
A1090659,LFSD 17,UNAVAILABLE,P0819085
A1090740,FREEZER,IMPOUNDED,P0898457
A1090807,PCD 02,UNAVAILABLE,P9998455
A1090934,VIP21,EU RISK,P0942803
A1091011,LFSD 04,AVAILABLE,P0912564
A1091011,VIP04,AVAILABLE,P0918167
A1091053,AD 029,UNAVAILABLE,P9991764
A1091104,146007-01,IMPOUNDED,P9991770
A1091131,PCD 03,LAB,P0890435
A1091226,INJD 010,UNAVAILABLE,P0789584
A1091226,INJD 011,UNAVAILABLE,P0789584
A1091276,186037-02,IMPOUNDED,P0984786
A1091277,186037-01,IMPOUNDED,P0984786
A1091499,QD 09,RELEASED FROM QUARANTINE,P0524967
A1091499,LAB 01,LAB,P0524967
A1091554,096026-01,IMPOUNDED,P0981204
A1091572,LFC 007,UNAVAILABLE,P0969348
A1091584,DC 01,UNAVAILABLE,P0910581
A1091646,5A,EU RISK,P1001332
A1091646,FOSTER,EU RISK,P0995480
A1091680,FOSTER,PENDING,P0912813
A1091680,LFSD 13,AVAILABLE,P0746568
A1091948,VIP19,AVAILABLE,P0917062
A1092147,196006-01,IMPOUNDED,P9991230
A1092273,LFSD 22,IMPOUNDED,P0993137
A1092326,VIP17,UNAVAILABLE,P1007483
A1092687,PCD 20,IMPOUNDED,P9998445
A1092839,LFSD 16,UNAVAILABLE,P0914717
A1092951,QC 09,LAB,P0988614
A1093012,PCD 22,RELEASED FROM QUARANTINE,P0915114
A1093181,PCD 02,IMPOUNDED,P9998460
A1093245,QD 13,RELEASED FROM QUARANTINE,P0992078
A1093430,146005-04,IMPOUNDED,P9998461
A1093577,146007-01,IMPOUNDED,P0998966
A1093947,LFD 043,EU RISK,P0997658
A1093947,LAB 02,LAB,P0990973
A1093959,PCD 22,UNAVAILABLE,P9998471
A1094061,QD 22,RELEASED FROM QUARANTINE,P0917357
A1094191,PSDOG 15,AVAILABLE,P9991579
A1094273,LFD 085,IMPOUNDED,P9991704
A1094451,VIP06,LAB,P0994197
A1094503,QD 16,RELEASED FROM QUARANTINE,P0916840
A1094509,LFD 032,UNAVAILABLE,P0994937
A1094647,FREEZER,UNAVAILABLE,P0917149
A1094735,LFD 096,LAB,P0917316
A1094951,LFC 003,UNAVAILABLE,P0984465
A1094951,AC 013,AVAILABLE,P1011408
A1095125,AD 004,UNAVAILABLE,P0542160
A1095125,INJD 008,UNAVAILABLE,P0968459
A1095148,LAB 04,LAB,P9991780
A1095269,LFD 153,LAB,P0921274
A1095591,AD 085,LAB,P0672430
A1095598,AD 033,AVAILABLE,P0905399
A1095674,LFD 034,LAB,P0971496
A1095697,LFD 126,UNAVAILABLE,P0890719
A1095740,LFD 145,LAB,P0919654
A1095980,QD 30,LAB,P0918802
A1096189,096026-01,UNAVAILABLE,P0921271
A1096262,QD 10,LAB,P0961920
A1096364,QD 18,RELEASED FROM QUARANTINE,P0859948
A1096556,AD 092,UNAVAILABLE,P0839087
A1096634,PUPS 2,IMPOUNDED,P9991200
A1096644,FREEZER,UNAVAILABLE,P0603698
A1096914,186037-05,IMPOUNDED,P0981006
A1097329,LFSD 15,UNAVAILABLE,P0972542
A1097467,LFSD 18,AVAILABLE,P0921487
A1097617,AD 027,UNAVAILABLE,P0988111
A1097741,AD 038,UNAVAILABLE,P0925174
A1097767,LFSD 10,AVAILABLE,P0867455
A1097834,ID07B,UNAVAILABLE,P0922219
A1097834,VIP15,AVAILABLE,P0922219
A1097914,DC 07,EU RISK,P0921290
A1097922,VIP02,EU RISK,P0542160
A1097922,FREEZER,UNAVAILABLE,P1001250
A1098024,186037-01,IMPOUNDED,P9998456
A1098024,ID01B,IMPOUNDED,P0973802
A1098156,LFD 152,IMPOUNDED,P0978434
A1098156,VIP22,UNAVAILABLE,P0981028
A1098166,PSCAT 05,AVAILABLE,P0890536
A1098235,LFD 012,UNAVAILABLE,P0973131
A1098287,INJD 012,UNAVAILABLE,P0709311
A1098287,LAB 04,LAB,P1002365
A1098287,AD 068,UNAVAILABLE,P0709311
A1098434,QD 13,LAB,P0922226
A1098647,LFD 106,IMPOUNDED,P0922574
A1098738,AD 067,AVAILABLE,P0973246
A1098776,LFC 049,AVAILABLE,P0973028
A1098776,AC 050,UNAVAILABLE,P0974043
A1098875,LFD 091,UNAVAILABLE,P0973397
A1098875,AD 033,AVAILABLE,P0976667
A1098875,FOSTER,PENDING,P0979245
A1098879,VIP15,AVAILABLE,P9998455
A1098956,LFSD 18,IMPOUNDED,P1001800
A1099153,QD 16,UNAVAILABLE,P0923559
A1099237,VIP18,UNAVAILABLE,P0767149
A1099391,LFD 100,UNAVAILABLE,P0990202
A1099393,LFD 026,IMPOUNDED,P0990202
A1099488,186032-01,IMPOUNDED,P9998447
A1099551,INJD 007,UNAVAILABLE,P0924462
A1099681,LFD 134,UNAVAILABLE,P0989067
A1099842,FREEZER,UNAVAILABLE,P0993981
A1099988,FOSTER,PENDING,P0621173
A1099988,LFD 148,AVAILABLE,P0926572
A1100184,PUPS 2,EU RISK,P0711960
A1100184,AD 012,UNAVAILABLE,P0066351
A1100361,ID07A,EU RISK,P0999791
A1100629,LAB 16,LAB,P1016325
A1100666,FREEZER,IMPOUNDED,P9991549
A1100968,LAB 02,LAB,P0607789
A1101036,INJD 008,IMPOUNDED,P0962181
A1101866,VIP07,AVAILABLE,P0928325
A1101866,VIP22,UNAVAILABLE,P0975978
A1102089,AD 055,UNAVAILABLE,P0983010
A1102111,VIP24,EU RISK,P9991780
A1102111,PSDOG 11,AVAILABLE,P0919831
A1102113,VIP22,AVAILABLE,P0972271
A1102113,LAB 04,LAB,P0975954
A1102270,QD 15,RELEASED FROM QUARANTINE,P1010815
A1102340,QD 04,RELEASED FROM QUARANTINE,P0978460
A1102491,VIP08,AVAILABLE,P0692670
A1102491,PSDOG 09,UNAVAILABLE,P0611317
A1102700,LFC 035,UNAVAILABLE,P0980045
A1103002,LOST,IMPOUNDED,P0930036
A1103181,6A,EU RISK,P1008170
A1103189,PCD 15,LAB,P0971546
A1103458,LFD 082,IMPOUNDED,P0974850
A1103569,LFSD 23,IMPOUNDED,P0912299
A1103574,ID22A,UNAVAILABLE,P1020835
A1103574,176003-01,IMPOUNDED,P9998455
A1103593,LFD 146,AVAILABLE,P0973065
A1103594,ID03A,IMPOUNDED,P0973065
A1103629,LAB 14,LAB,P1013021
A1103644,206009-01,IMPOUNDED,P9991549
A1103814,126003-01,IMPOUNDED,P9998466
A1103857,AD 070,EU RISK,P1009861
A1103857,PSDOG 15,AVAILABLE,P0713411
A1103873,LFD 003,UNAVAILABLE,P0932284
A1103929,QD 08,LAB,P0978716
A1103965,LFC 025,EU RISK,P0066142
A1103965,LFC 009,EU RISK,P0934368
A1103967,LFC 032,PENDING,P0934368
A1103967,FOSTER,UNAVAILABLE,P0066142
A1103988,186036-01,IMPOUNDED,P9991710
A1104007,F3,AVAILABLE,P0066351
A1104007,AD 080,AVAILABLE,P9991748
A1104007,VIP23,AVAILABLE,P0066351
A1104007,VIP23,AVAILABLE,P0970523
A1104074,FREEZER,UNAVAILABLE,P0942089
A1104087,LFSD 08,UNAVAILABLE,P0932069
A1104121,INJD 004,UNAVAILABLE,P9998447
A1104153,LAB 03,LAB,P1007344
A1104305,LAB 02,LAB,P0977822
A1104421,LAB 04,LAB,P1014374
A1104423,AD 075,AVAILABLE,P0949878
A1104762,186035-01,IMPOUNDED,P0985158
A1104889,PCD 16,UNAVAILABLE,P0933278
A1104959,FREEZER,UNAVAILABLE,P0826606
A1104979,AD 040,UNAVAILABLE,P0562950
A1105023,ID22B,IMPOUNDED,P0874032
A1105244,VIP02,EU RISK,P1010410
A1105292,AD 071,AVAILABLE,P9998480
A1105340,LFD 056,IMPOUNDED,P1016482
A1105458,VIP28,EU RISK,P1011547
A1105458,AD 025,EU RISK,P0934561
A1105799,LAB 04,LAB,P0934749
